Id,Edad,Ingrediente_1,Ingrediente_2,Ingrediente_3,Sodio en mg,Gramos de aspartamo,Azucar Gramos,Gramos entre Azucar y otros endulcorantes,Densidad,pH,Litros de Cafeina,Grado de Colorante,Indice Satisfaccion
1871,10.0,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,0.55,0.55,9.5,0
1872,22.0,8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,0.25,0.25,12.7,1
1873,20.0,6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,0.47,0.47,13.6,1
1874,29.0,7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,0.45,0.45,11.4,1
1875,24.0,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,0.7,10.4,0
1876,17.0,6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,0.73,0.73,11.2,1
1877,23.0,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,0.62,0.62,9.3,0
1878,26.0,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,0.65,0.65,9.4,0
1879,29.0,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,0.63,0.63,10.7,1
1880,29.0,6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,0.62,0.62,12.6,1
1881,11.0,7.2,0.27,0.31,1.2,0.031,27.0,80.0,0.98892,0.33,0.33,12.7,1
1882,30.0,10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,0.65,0.65,8.5,0
1883,18.0,8.6,0.27,0.46,6.1,0.032,13.0,41.0,0.993,0.34,0.34,10.9,0
1884,12.0,7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,0.38,0.38,9.6,1
1885,22.0,7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,0.44,0.44,9.1,0
1886,24.0,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,0.6,0.6,10.3,1
1887,24.0,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,0.57,0.57,9.4,0
1888,21.0,6.8,0.29,0.34,3.5,0.054,26.0,189.0,0.99489,0.58,0.58,10.4,0
1889,13.0,6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,0.5,0.5,9.3,0
1890,24.0,7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,0.41,0.41,10.7,1
1891,18.0,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,0.7,0.7,10.4,0
1892,19.0,6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.9988,0.64,0.64,10.2,1
1893,20.0,9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,0.9,0.9,10.0,1
1894,14.0,7.3,0.31,0.25,6.65,0.032,30.0,138.0,0.99244,0.37,0.37,11.1,0
1895,26.0,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,0.67,0.67,10.4,1
1896,13.0,7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.99488,0.8,0.8,9.7,0
1897,18.0,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,0.39,0.39,10.6,0
1898,12.0,6.7,0.42,0.46,9.7,0.054,67.0,234.0,0.99848,0.5,0.5,9.0,0
1899,25.0,6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,0.37,0.37,9.7,0
1900,22.0,6.8,0.27,0.32,1.5,0.044,19.0,142.0,0.9921,0.43,0.43,9.9,1
1901,21.0,7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,0.59,0.59,11.2,1
1902,15.0,7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,0.42,0.42,9.2,1
1903,24.0,6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,0.64,0.64,10.5,0
1904,22.0,7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,0.75,0.75,8.9,0
1905,21.0,7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,0.47,0.47,10.6,1
1906,10.0,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,0.37,0.37,10.8,1
1907,21.0,5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,0.59,0.59,12.5,1
1908,15.0,7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,0.38,0.38,9.6,1
1909,29.0,6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,0.36,0.36,11.7,1
1910,14.0,6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,0.52,0.52,9.5,0
1911,26.0,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,0.78,0.78,12.5,1
1912,19.0,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,0.38,0.38,9.0,1
1913,29.0,6.0,0.11,0.47,10.6,0.052,69.0,148.0,0.9958,0.34,0.34,9.3,0
1914,21.0,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,0.56,0.56,10.0,0
1915,30.0,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,0.56,0.56,10.6,1
1916,20.0,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,0.36,0.36,9.7,1
1917,10.0,6.9,0.54,0.26,12.7,0.049,59.0,195.0,0.99596,0.54,0.54,10.5,1
1918,18.0,6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,0.34,0.34,10.933333333333302,1
1919,18.0,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,0.48,0.48,11.2,1
1920,24.0,6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,0.42,0.42,11.9,1
1921,20.0,7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,0.46,0.46,9.2,1
1922,30.0,6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,0.7,0.7,11.7,1
1923,17.0,6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.99206,0.35,0.35,12.1,1
1924,23.0,8.4,0.6,0.1,2.2,0.085,14.0,111.0,0.9964,0.66,0.66,9.8,0
1925,11.0,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,0.54,0.54,9.4,0
1926,26.0,8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,0.49,0.49,10.1,1
1927,20.0,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,0.45,0.45,9.9,1
1928,21.0,7.5,0.22,0.32,2.4,0.045,29.0,100.0,0.99135,0.6,0.6,11.3,1
1929,12.0,6.2,0.3,0.49,11.2,0.058,68.0,215.0,0.99656,0.6,0.6,9.4,1
1930,25.0,6.5,0.22,0.29,7.4,0.028,16.0,87.0,0.99311,0.56,0.56,10.9,1
1931,17.0,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,0.47,0.47,9.0,0
1932,25.0,6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,0.43,0.43,11.0,1
1933,24.0,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,0.81,0.81,11.9,1
1934,14.0,6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,0.42,0.42,10.4,1
1935,20.0,5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,0.31,0.31,10.8,1
1936,23.0,6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,0.65,0.65,12.0,1
1937,27.0,6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,0.53,0.53,9.5,0
1938,12.0,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,0.34,0.34,10.1,0
1939,19.0,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,0.55,0.55,9.5,1
1940,23.0,8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,0.44,0.44,9.6,0
1941,15.0,6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.98961,0.74,0.74,11.6,1
1942,13.0,6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.99252,0.57,0.57,11.0,1
1943,23.0,7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,0.82,0.82,11.9,1
1944,11.0,6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,0.61,0.61,12.6,1
1945,22.0,7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,0.59,0.59,9.4,0
1946,23.0,7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,0.62,0.62,9.5,0
1947,17.0,7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,0.64,0.64,9.1,0
1948,16.0,7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,0.57,0.57,9.1,0
1949,15.0,6.6,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,0.54,0.54,8.9,1
1950,10.0,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,0.6,0.6,13.0,1
1951,14.0,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,0.56,0.56,9.8,1
1952,13.0,6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,0.47,0.47,9.2,1
1953,29.0,7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,0.34,0.34,11.1,1
1954,17.0,6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,0.54,0.54,10.0,0
1955,10.0,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,1.02,1.02,10.6,1
1956,13.0,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,0.57,0.57,10.2,1
1957,14.0,5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,0.68,0.68,10.9,1
1958,18.0,6.9,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,0.65,0.65,10.4,1
1959,13.0,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,0.43,0.43,10.7,1
1960,30.0,6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,0.56,0.56,11.1,1
1961,26.0,8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,0.68,0.68,9.4,0
1962,23.0,7.0,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,0.62,0.62,11.4,1
1963,28.0,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,1.02,1.02,10.8,1
1964,13.0,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,0.5,9.6,1
1965,22.0,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,0.51,0.51,11.4,1
1966,14.0,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,0.63,0.63,11.0,1
1967,13.0,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,0.44,0.44,9.3,1
1968,17.0,8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,0.69,0.69,11.8,0
1969,20.0,11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,0.84,0.84,12.2,1
1970,13.0,6.8,0.33,0.3,2.1,0.047,35.0,147.0,0.9886,0.56,0.56,13.4,1
1971,10.0,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,0.69,0.69,9.5,1
1972,16.0,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,0.49,0.49,9.1,1
1973,22.0,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,0.48,0.48,12.3,1
1974,18.0,6.1,0.32,0.28,6.6,0.021,29.0,132.0,0.99188,0.36,0.36,11.45,1
1975,20.0,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,0.81,0.81,9.6,1
1976,24.0,4.8,0.13,0.32,1.2,0.042,40.0,98.0,0.9898,0.64,0.64,11.8,1
1977,27.0,7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,0.65,0.65,11.4,1
1978,14.0,7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,0.37,0.37,10.5,1
1979,24.0,6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,0.38,0.38,10.2,0
1980,11.0,6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,0.46,0.46,12.9,1
1981,16.0,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,0.36,0.36,11.8,0
1982,23.0,6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,0.63,0.63,11.5,1
1983,12.0,5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,0.78,0.78,13.9,1
1984,15.0,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,0.6,0.6,9.7,0
1985,18.0,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,0.67,0.67,9.0,1
1986,28.0,10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,0.69,0.69,10.5,1
1987,28.0,8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,0.32,0.32,11.4,0
1988,13.0,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,0.46,0.46,8.8,1
1989,28.0,5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,0.69,0.69,11.3,1
1990,28.0,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,0.5,0.5,9.6,1
1991,28.0,7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,0.59,0.59,9.3,1
1992,10.0,5.2,0.24,0.15,7.1,0.043,32.0,134.0,0.99378,0.48,0.48,9.9,1
1993,15.0,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,0.52,0.52,10.0,0
1994,21.0,8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,0.94,0.94,10.9,1
1995,17.0,6.5,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,0.41,0.41,12.3,1
1996,29.0,6.8,0.3,0.26,20.3,0.037,45.0,150.0,0.99727,0.38,0.38,12.3,1
1997,20.0,7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,0.52,0.52,8.8,0
1998,22.0,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,0.37,0.37,11.6,1
1999,16.0,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,0.74,0.74,11.2,1
2000,24.0,8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,0.45,0.45,11.0,1
2001,29.0,6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.98952,0.59,0.59,12.0,1
2002,22.0,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,0.44,0.44,11.1,1
2003,12.0,6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,0.43,0.43,8.6,0
2004,12.0,5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,0.43,0.43,12.2,1
2005,27.0,6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,0.48,0.48,10.6,1
2006,10.0,5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,0.48,0.48,11.2,0
2007,29.0,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,0.58,0.58,9.2,0
2008,13.0,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,0.48,0.48,9.5,1
2009,20.0,7.8,0.29,0.33,8.75,0.035,33.0,181.0,0.9962,0.46,0.46,10.7,0
2010,23.0,6.3,0.26,0.29,2.2,0.043,35.0,175.0,0.9918,0.43,0.43,11.6,1
2011,30.0,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,0.5,0.5,9.8,1
2012,29.0,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,0.7,0.7,11.4,1
2013,14.0,6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,0.44,0.44,11.3,1
2014,11.0,10.1,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,0.67,0.67,9.7,1
2015,12.0,6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,0.36,0.36,12.8,1
2016,15.0,8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,0.39,0.39,11.4,0
2017,16.0,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,0.6,0.6,10.6,1
2018,10.0,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,0.46,0.46,9.2,0
2019,27.0,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,0.82,0.82,11.0,1
2020,28.0,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,0.32,0.32,11.3,1
2021,20.0,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,0.43,0.43,10.0,1
2022,21.0,6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,0.59,0.59,10.5,1
2023,19.0,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,0.49,0.49,11.8,1
2024,26.0,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,0.47,0.47,10.0,0
2025,11.0,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,0.63,0.63,11.6,1
2026,30.0,7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,0.48,0.48,13.0,1
2027,21.0,6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,0.33,0.33,10.1,1
2028,16.0,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,0.64,0.64,10.9,1
2029,12.0,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,0.78,0.78,9.1,1
2030,25.0,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,0.49,0.49,9.8,1
2031,28.0,8.2,0.22,0.3,1.8,0.047,47.0,185.0,0.9933,0.5,0.5,10.2,1
2032,29.0,7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,0.52,0.52,9.0,0
2033,18.0,5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,0.36,0.36,11.8,1
2034,10.0,7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,0.43,0.43,9.3,0
2035,17.0,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,0.5,0.5,9.1,0
2036,24.0,7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,0.46,0.46,8.9,0
2037,23.0,6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,0.51,0.51,9.2,0
2038,17.0,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,0.7,0.7,9.7,0
2039,15.0,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.99394,0.49,0.49,11.7,1
2040,18.0,7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,0.49,0.49,10.0,1
2041,29.0,7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,0.62,0.62,12.0,0
2042,22.0,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,0.51,0.51,9.2,0
2043,17.0,6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,0.52,0.52,10.1,0
2044,30.0,7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,0.42,0.42,8.9,1
2045,30.0,7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,0.75,0.75,9.9,1
2046,15.0,6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,0.44,0.44,10.6,1
2047,24.0,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,0.58,0.58,12.2,1
2048,12.0,6.4,0.15,0.4,1.3,0.053,61.0,146.0,0.99112,0.68,0.68,11.0,1
2049,11.0,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,0.5,0.5,9.2,0
2050,23.0,5.4,0.18,0.24,4.8,0.041,30.0,113.0,0.99445,0.4,0.4,9.4,1
2051,21.0,7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,0.39,0.39,10.4,1
2052,15.0,7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,0.54,0.54,9.5,1
2053,13.0,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,0.52,0.52,9.6,1
2054,11.0,7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,0.51,0.51,8.7,0
2055,18.0,7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,0.49,0.49,8.6,0
2056,26.0,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,0.4,0.4,11.6,1
2057,12.0,6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,0.32,0.32,12.4,1
2058,30.0,6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,0.4,0.4,12.3,1
2059,27.0,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,0.56,0.56,10.2,1
2060,25.0,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,0.42,0.42,10.1,1
2061,16.0,7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,0.39,0.39,11.3,0
2062,26.0,6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,0.66,0.66,11.0,1
2063,25.0,6.8,0.25,0.37,3.1,0.026,29.0,93.0,0.99035,0.45,0.45,12.2,1
2064,11.0,7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,0.53,0.53,10.3,0
2065,14.0,7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,0.66,0.66,10.8,1
2066,20.0,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,0.76,0.76,11.9,1
2067,18.0,6.6,0.3,0.45,8.0,0.038,54.0,200.0,0.9956,0.48,0.48,9.5,0
2068,27.0,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,0.62,0.62,10.4,1
2069,30.0,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,0.5,0.5,9.5,0
2070,24.0,7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,0.8,0.8,9.6,1
2071,28.0,6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,0.77,0.77,9.5,1
2072,22.0,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,0.52,0.52,10.8,0
2073,21.0,5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,0.59,0.59,10.6,1
2074,16.0,7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,0.36,0.36,10.7,0
2075,26.0,6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,0.47,0.47,10.3,1
2076,23.0,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,0.62,0.62,9.5,1
2077,26.0,6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,0.46,0.46,9.2,0
2078,17.0,6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,0.44,0.44,9.9,1
2079,13.0,6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,0.52,0.52,9.0,1
2080,19.0,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,0.5,9.6,1
2081,12.0,6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,0.45,0.45,8.6,0
2082,15.0,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,0.7,0.7,10.9,0
2083,23.0,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,0.33,0.33,11.0,0
2084,20.0,4.7,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,0.46,0.46,10.5,0
2085,23.0,6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,0.38,0.38,11.2,0
2086,21.0,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,0.53,0.53,9.7,0
2087,19.0,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,0.55,0.55,9.5,0
2088,24.0,7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,0.55,0.55,11.4,1
2089,22.0,7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,0.43,0.43,9.2,0
2090,29.0,7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,0.44,0.44,8.8,0
2091,30.0,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,0.5,0.5,9.2,0
2092,15.0,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,0.56,0.56,11.4,1
2093,22.0,5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.99043,0.56,0.56,12.3,1
2094,25.0,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,0.43,0.43,10.6,0
2095,20.0,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,0.38,0.38,9.0,1
2096,15.0,7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.99802,0.46,0.46,8.9,0
2097,11.0,7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,0.65,0.65,9.5,1
2098,16.0,6.9,0.23,0.35,6.9,0.03,45.0,116.0,0.99244,0.54,0.54,11.0,1
2099,18.0,5.8,0.385,0.25,3.7,0.031,38.0,122.0,0.99128,0.63,0.63,11.2,1
2100,16.0,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,0.69,0.69,10.8,1
2101,22.0,6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,0.65,0.65,11.1,1
2102,14.0,8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,0.58,0.58,11.0,0
2103,24.0,8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,0.43,0.43,9.4,1
2104,15.0,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,0.44,0.44,9.2,0
2105,28.0,7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,0.56,0.56,10.6,0
2106,18.0,7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,0.59,0.59,11.0,0
2107,17.0,7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,0.34,0.34,12.7,1
2108,19.0,7.2,0.58,0.27,5.8,0.032,40.0,118.0,0.99088,0.53,0.53,13.0,1
2109,17.0,6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,0.64,0.64,9.5,0
2110,21.0,8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,0.55,0.55,9.5,0
2111,22.0,5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,0.45,0.45,13.0,1
2112,11.0,7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,0.45,0.45,9.3,0
2113,23.0,9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,0.75,0.75,10.5,1
2114,27.0,10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,0.78,0.78,10.0,1
2115,13.0,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,0.98,0.98,9.9,1
2116,11.0,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,0.34,0.34,11.7,1
2117,15.0,6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,0.38,0.38,9.1,0
2118,16.0,6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,0.5,0.5,9.53333333333333,1
2119,29.0,7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.98914,0.36,0.36,12.5,1
2120,10.0,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,0.38,0.38,9.0,1
2121,10.0,7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,0.5,0.5,12.0,1
2122,28.0,6.2,0.18,0.38,1.5,0.028,36.0,117.0,0.993,0.54,0.54,9.7,1
2123,25.0,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,0.52,0.52,9.4,0
2124,13.0,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,0.75,0.75,9.5,1
2125,11.0,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,0.46,0.46,9.8,1
2126,30.0,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,0.36,0.36,8.7,0
2127,18.0,6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,0.57,0.57,9.0,0
